item,organization_id,onhand_qty,reserved_qty,available_qty,subinventory_code,locator_code,serial_number,last_update_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
ITEM-00189,101,360,0,360,QA,A05-B04-C02,,9/15/2025,0,,,ITEM ITEM-00189 has 360 units in WH QA . Available: 360; Reserved: 0.,
ITEM-00112,103,191,33,158,STAGING,A02-B03-C02,SN9NWSHX0Z,10/4/2025,0,,,ITEM ITEM-00112 has 191 units in WH STAGING . Available: 158; Reserved: 33.,
ITEM-00026,101,159,1,158,WIP,A03-B04-C02,SN39UDHB10,10/5/2025,0,,,ITEM ITEM-00026 has 159 units in WH WIP . Available: 158; Reserved: 1.,
ITEM-00202,102,172,14,158,STAGING,A02-B03-C02,SNG1NB32ZF,9/13/2025,0,,,ITEM ITEM-00202 has 172 units in WH STAGING . Available: 158; Reserved: 14.,
ITEM-00127,201,193,36,157,STAGING,A03-B02-C01,SN3JHBW0RR,10/9/2025,0,,,ITEM ITEM-00127 has 193 units in WH STAGING . Available: 157; Reserved: 36.,
ITEM-00032,103,179,22,157,WIP,A01-B01-C01,SNFQ0H9EKQ,10/7/2025,0,,,ITEM ITEM-00032 has 179 units in WH WIP . Available: 157; Reserved: 22.,
ITEM-00063,101,164,7,157,STAGING,A05-B05-C01,SNF400G0I8,10/9/2025,0,,,ITEM ITEM-00063 has 164 units in WH STAGING . Available: 157; Reserved: 7.,
ITEM-00230,201,169,12,157,QA,A03-B05-C01,,9/24/2025,0,,,ITEM ITEM-00230 has 169 units in WH QA . Available: 157; Reserved: 12.,
ITEM-00034,102,166,9,157,STAGING,A02-B05-C01,SNVMA02BEB,10/8/2025,0,,,ITEM ITEM-00034 has 166 units in WH STAGING . Available: 157; Reserved: 9.,
ITEM-00005,301,161,4,157,RM,A01-B02-C01,,10/1/2025,0,,,ITEM ITEM-00005 has 161 units in WH RM . Available: 157; Reserved: 4.,
ITEM-00066,103,172,16,156,STAGING,A03-B01-C02,SNDIQS1OU8,9/28/2025,0,,,ITEM ITEM-00066 has 172 units in WH STAGING . Available: 156; Reserved: 16.,
ITEM-00002,102,163,7,156,RM,A01-B03-C02,SN2I2OXCDC,9/26/2025,0,,,ITEM ITEM-00002 has 163 units in WH RM . Available: 156; Reserved: 7.,
ITEM-00235,301,191,36,155,QA,A02-B04-C02,SNKUYUQ6FJ,9/19/2025,0,,,ITEM ITEM-00235 has 191 units in WH QA . Available: 155; Reserved: 36.,
ITEM-00049,101,193,38,155,FG,A01-B01-C01,,9/27/2025,0,,,ITEM ITEM-00049 has 193 units in WH FG . Available: 155; Reserved: 38.,
ITEM-00276,101,157,2,155,RM,A05-B03-C01,,9/6/2025,0,,,ITEM ITEM-00276 has 157 units in WH RM . Available: 155; Reserved: 2.,
ITEM-00245,101,155,0,155,STAGING,A05-B01-C02,,9/11/2025,0,,,ITEM ITEM-00245 has 155 units in WH STAGING . Available: 155; Reserved: 0.,
ITEM-00202,201,167,12,155,FG,A05-B04-C01,SNXDPAQMXI,10/9/2025,0,,,ITEM ITEM-00202 has 167 units in WH FG . Available: 155; Reserved: 12.,
ITEM-00126,201,174,20,154,RM,A03-B01-C02,SNCK9FZ0KD,9/13/2025,0,,,ITEM ITEM-00126 has 174 units in WH RM . Available: 154; Reserved: 20.,
ITEM-00172,102,172,18,154,WIP,A01-B03-C01,,9/16/2025,0,,,ITEM ITEM-00172 has 172 units in WH WIP . Available: 154; Reserved: 18.,
ITEM-00221,101,173,19,154,RM,A02-B05-C02,SNNXWJ7GUM,9/18/2025,0,,,ITEM ITEM-00221 has 173 units in WH RM . Available: 154; Reserved: 19.,
ITEM-00246,301,171,17,154,WIP,A01-B01-C02,SNX7RIB8ZG,10/17/2025,0,,,ITEM ITEM-00246 has 171 units in WH WIP . Available: 154; Reserved: 17.,
ITEM-00231,101,163,9,154,QA,A02-B01-C02,SNQNZVUBNU,9/27/2025,0,,,ITEM ITEM-00231 has 163 units in WH QA . Available: 154; Reserved: 9.,
ITEM-00051,301,181,28,153,QA,A04-B02-C01,SNDUVXX5LB,9/23/2025,0,,,ITEM ITEM-00051 has 181 units in WH QA . Available: 153; Reserved: 28.,
ITEM-00235,201,168,15,153,RM,A05-B03-C02,SN2X4NBW8K,10/12/2025,0,,,ITEM ITEM-00235 has 168 units in WH RM . Available: 153; Reserved: 15.,
ITEM-00279,103,197,45,152,RM,A01-B05-C01,SNZDMQFSC7,9/25/2025,0,,,ITEM ITEM-00279 has 197 units in WH RM . Available: 152; Reserved: 45.,
ITEM-00194,201,179,27,152,WIP,A02-B01-C02,SNZV6ATWJV,9/15/2025,0,,,ITEM ITEM-00194 has 179 units in WH WIP . Available: 152; Reserved: 27.,
ITEM-00250,101,173,21,152,FG,A02-B02-C02,,9/27/2025,0,,,ITEM ITEM-00250 has 173 units in WH FG . Available: 152; Reserved: 21.,
ITEM-00109,102,164,12,152,WIP,A02-B01-C02,SN3C91W7JX,10/14/2025,0,,,ITEM ITEM-00109 has 164 units in WH WIP . Available: 152; Reserved: 12.,
ITEM-00234,201,174,23,151,FG,A03-B03-C02,,10/2/2025,0,,,ITEM ITEM-00234 has 174 units in WH FG . Available: 151; Reserved: 23.,
ITEM-00249,102,158,7,151,WIP,A02-B05-C01,SNCQ2RNAZ5,10/11/2025,0,,,ITEM ITEM-00249 has 158 units in WH WIP . Available: 151; Reserved: 7.,
ITEM-00098,102,181,31,150,STAGING,A03-B01-C01,,10/13/2025,0,,,ITEM ITEM-00098 has 181 units in WH STAGING . Available: 150; Reserved: 31.,
ITEM-00259,103,179,29,150,STAGING,A04-B04-C01,,9/14/2025,0,,,ITEM ITEM-00259 has 179 units in WH STAGING . Available: 150; Reserved: 29.,
ITEM-00099,103,167,17,150,FG,A02-B01-C01,SNSQJD3TW0,9/17/2025,0,,,ITEM ITEM-00099 has 167 units in WH FG . Available: 150; Reserved: 17.,
ITEM-00241,101,171,21,150,STAGING,A03-B05-C02,SN7C7H46KL,9/27/2025,0,,,ITEM ITEM-00241 has 171 units in WH STAGING . Available: 150; Reserved: 21.,
ITEM-00180,201,162,12,150,QA,A01-B02-C01,,10/17/2025,0,,,ITEM ITEM-00180 has 162 units in WH QA . Available: 150; Reserved: 12.,
ITEM-00073,301,155,5,150,WIP,A03-B05-C01,SNEI06HCM6,9/7/2025,0,,,ITEM ITEM-00073 has 155 units in WH WIP . Available: 150; Reserved: 5.,
ITEM-00013,103,196,47,149,STAGING,A01-B04-C02,,10/7/2025,0,,,ITEM ITEM-00013 has 196 units in WH STAGING . Available: 149; Reserved: 47.,
ITEM-00130,103,192,43,149,QA,A03-B04-C02,,9/20/2025,0,,,ITEM ITEM-00130 has 192 units in WH QA . Available: 149; Reserved: 43.,
ITEM-00045,201,185,36,149,RM,A01-B01-C02,SNZISV1SKP,10/14/2025,0,,,ITEM ITEM-00045 has 185 units in WH RM . Available: 149; Reserved: 36.,
ITEM-00112,301,179,30,149,FG,A05-B02-C02,SN06TW42VW,9/7/2025,0,,,ITEM ITEM-00112 has 179 units in WH FG . Available: 149; Reserved: 30.,
ITEM-00202,301,175,26,149,STAGING,A04-B05-C02,SNG14458VL,9/28/2025,0,,,ITEM ITEM-00202 has 175 units in WH STAGING . Available: 149; Reserved: 26.,
ITEM-00249,201,154,5,149,STAGING,A04-B02-C02,,9/10/2025,0,,,ITEM ITEM-00249 has 154 units in WH STAGING . Available: 149; Reserved: 5.,
ITEM-00110,102,153,4,149,RM,A02-B03-C01,,10/1/2025,0,,,ITEM ITEM-00110 has 153 units in WH RM . Available: 149; Reserved: 4.,
ITEM-00040,201,181,33,148,STAGING,A02-B04-C01,SNJ6CYDLG9,9/10/2025,0,,,ITEM ITEM-00040 has 181 units in WH STAGING . Available: 148; Reserved: 33.,
ITEM-00284,101,177,29,148,FG,A05-B03-C01,SNO3MRL73S,9/18/2025,0,,,ITEM ITEM-00284 has 177 units in WH FG . Available: 148; Reserved: 29.,
ITEM-00185,103,156,8,148,WIP,A01-B05-C02,,9/30/2025,0,,,ITEM ITEM-00185 has 156 units in WH WIP . Available: 148; Reserved: 8.,
ITEM-00223,102,183,36,147,RM,A05-B02-C01,,9/12/2025,0,,,ITEM ITEM-00223 has 183 units in WH RM . Available: 147; Reserved: 36.,
ITEM-00172,103,171,24,147,RM,A03-B02-C01,SN02X33AUE,9/20/2025,0,,,ITEM ITEM-00172 has 171 units in WH RM . Available: 147; Reserved: 24.,
ITEM-00178,201,167,20,147,RM,A04-B03-C01,SNEZT364IT,9/17/2025,0,,,ITEM ITEM-00178 has 167 units in WH RM . Available: 147; Reserved: 20.,
ITEM-00024,103,157,10,147,RM,A03-B02-C01,,10/11/2025,0,,,ITEM ITEM-00024 has 157 units in WH RM . Available: 147; Reserved: 10.,
ITEM-00064,103,157,10,147,WIP,A02-B02-C01,SN5H2FQVND,10/2/2025,0,,,ITEM ITEM-00064 has 157 units in WH WIP . Available: 147; Reserved: 10.,
ITEM-00211,201,175,29,146,FG,A02-B05-C01,SN0GY3RKWJ,9/21/2025,0,,,ITEM ITEM-00211 has 175 units in WH FG . Available: 146; Reserved: 29.,
ITEM-00121,201,158,12,146,FG,A05-B01-C01,,9/12/2025,0,,,ITEM ITEM-00121 has 158 units in WH FG . Available: 146; Reserved: 12.,
ITEM-00111,301,156,10,146,QA,A05-B02-C02,,9/22/2025,0,,,ITEM ITEM-00111 has 156 units in WH QA . Available: 146; Reserved: 10.,
ITEM-00211,201,186,41,145,QA,A05-B02-C02,SN69RUXMOM,9/16/2025,0,,,ITEM ITEM-00211 has 186 units in WH QA . Available: 145; Reserved: 41.,
ITEM-00216,101,158,13,145,FG,A04-B01-C02,,9/29/2025,0,,,ITEM ITEM-00216 has 158 units in WH FG . Available: 145; Reserved: 13.,
ITEM-00220,102,153,8,145,FG,A04-B02-C01,,10/1/2025,0,,,ITEM ITEM-00220 has 153 units in WH FG . Available: 145; Reserved: 8.,
ITEM-00254,102,149,4,145,QA,A02-B05-C01,,9/20/2025,0,,,ITEM ITEM-00254 has 149 units in WH QA . Available: 145; Reserved: 4.,
ITEM-00290,103,147,2,145,QA,A01-B04-C01,SN7CG0PKYZ,9/26/2025,0,,,ITEM ITEM-00290 has 147 units in WH QA . Available: 145; Reserved: 2.,
ITEM-00157,201,146,1,145,RM,A01-B04-C02,,9/11/2025,0,,,ITEM ITEM-00157 has 146 units in WH RM . Available: 145; Reserved: 1.,
ITEM-00248,103,169,25,144,FG,A02-B03-C02,SN577W5N6Z,9/17/2025,0,,,ITEM ITEM-00248 has 169 units in WH FG . Available: 144; Reserved: 25.,
ITEM-00042,301,168,24,144,FG,A05-B01-C02,SNNDI7APPA,10/12/2025,0,,,ITEM ITEM-00042 has 168 units in WH FG . Available: 144; Reserved: 24.,
ITEM-00006,101,190,46,144,STAGING,A04-B03-C01,SNFEF2MLLZ,9/18/2025,0,,,ITEM ITEM-00006 has 190 units in WH STAGING . Available: 144; Reserved: 46.,
ITEM-00247,101,160,16,144,WIP,A03-B05-C01,,10/16/2025,0,,,ITEM ITEM-00247 has 160 units in WH WIP . Available: 144; Reserved: 16.,
ITEM-00256,103,144,0,144,RM,A05-B05-C01,,10/8/2025,0,,,ITEM ITEM-00256 has 144 units in WH RM . Available: 144; Reserved: 0.,
ITEM-00218,301,184,41,143,STAGING,A02-B04-C01,,9/5/2025,0,,,ITEM ITEM-00218 has 184 units in WH STAGING . Available: 143; Reserved: 41.,
ITEM-00192,201,174,31,143,WIP,A04-B02-C02,SN2X1LHDP9,9/9/2025,0,,,ITEM ITEM-00192 has 174 units in WH WIP . Available: 143; Reserved: 31.,
ITEM-00288,102,166,23,143,RM,A01-B02-C02,SNV69ATMKV,9/8/2025,0,,,ITEM ITEM-00288 has 166 units in WH RM . Available: 143; Reserved: 23.,
ITEM-00068,301,156,13,143,FG,A04-B05-C02,SN7GF2LATV,9/5/2025,0,,,ITEM ITEM-00068 has 156 units in WH FG . Available: 143; Reserved: 13.,
ITEM-00120,201,196,54,142,FG,A05-B02-C02,SNUINXAR55,9/15/2025,0,,,ITEM ITEM-00120 has 196 units in WH FG . Available: 142; Reserved: 54.,
ITEM-00212,102,184,42,142,WIP,A03-B01-C01,SNIEZC4VY1,10/1/2025,0,,,ITEM ITEM-00212 has 184 units in WH WIP . Available: 142; Reserved: 42.,
ITEM-00147,102,182,40,142,WIP,A01-B01-C02,,9/17/2025,0,,,ITEM ITEM-00147 has 182 units in WH WIP . Available: 142; Reserved: 40.,
ITEM-00213,102,165,23,142,RM,A01-B05-C02,,10/16/2025,0,,,ITEM ITEM-00213 has 165 units in WH RM . Available: 142; Reserved: 23.,
ITEM-00241,301,156,14,142,FG,A01-B03-C01,,9/25/2025,0,,,ITEM ITEM-00241 has 156 units in WH FG . Available: 142; Reserved: 14.,
ITEM-00231,201,154,12,142,FG,A04-B02-C01,SNS9SMTT55,9/10/2025,0,,,ITEM ITEM-00231 has 154 units in WH FG . Available: 142; Reserved: 12.,
ITEM-00021,103,148,6,142,FG,A01-B01-C01,,9/26/2025,0,,,ITEM ITEM-00021 has 148 units in WH FG . Available: 142; Reserved: 6.,
ITEM-00252,103,162,21,141,QA,A03-B05-C01,,9/21/2025,0,,,ITEM ITEM-00252 has 162 units in WH QA . Available: 141; Reserved: 21.,
ITEM-00178,101,147,6,141,FG,A01-B02-C02,,9/14/2025,0,,,ITEM ITEM-00178 has 147 units in WH FG . Available: 141; Reserved: 6.,
ITEM-00205,101,146,5,141,STAGING,A02-B05-C02,,9/4/2025,0,,,ITEM ITEM-00205 has 146 units in WH STAGING . Available: 141; Reserved: 5.,
ITEM-00076,301,158,17,141,WIP,A02-B02-C02,SNT2G1VV6Q,10/15/2025,0,,,ITEM ITEM-00076 has 158 units in WH WIP . Available: 141; Reserved: 17.,
ITEM-00160,102,145,4,141,QA,A04-B05-C01,,9/9/2025,0,,,ITEM ITEM-00160 has 145 units in WH QA . Available: 141; Reserved: 4.,
ITEM-00286,301,182,42,140,QA,A04-B05-C02,,9/12/2025,0,,,ITEM ITEM-00286 has 182 units in WH QA . Available: 140; Reserved: 42.,
ITEM-00246,102,177,37,140,RM,A04-B01-C01,,9/4/2025,0,,,ITEM ITEM-00246 has 177 units in WH RM . Available: 140; Reserved: 37.,
ITEM-00176,101,172,32,140,FG,A05-B04-C02,SNINT8PXVU,10/14/2025,0,,,ITEM ITEM-00176 has 172 units in WH FG . Available: 140; Reserved: 32.,
ITEM-00033,101,161,21,140,QA,A03-B04-C02,SNCZ5EZ0DQ,9/6/2025,0,,,ITEM ITEM-00033 has 161 units in WH QA . Available: 140; Reserved: 21.,
ITEM-00176,103,156,16,140,RM,A04-B05-C01,SNFTB7LWV1,10/18/2025,0,,,ITEM ITEM-00176 has 156 units in WH RM . Available: 140; Reserved: 16.,
ITEM-00088,102,153,13,140,STAGING,A03-B04-C01,SN1JR3WR8P,9/19/2025,0,,,ITEM ITEM-00088 has 153 units in WH STAGING . Available: 140; Reserved: 13.,
ITEM-00187,201,140,0,140,WIP,A04-B05-C02,,10/16/2025,0,,,ITEM ITEM-00187 has 140 units in WH WIP . Available: 140; Reserved: 0.,
ITEM-00117,301,193,54,139,RM,A05-B01-C01,,9/22/2025,0,,,ITEM ITEM-00117 has 193 units in WH RM . Available: 139; Reserved: 54.,
ITEM-00293,103,184,45,139,FG,A01-B02-C02,,10/12/2025,0,,,ITEM ITEM-00293 has 184 units in WH FG . Available: 139; Reserved: 45.,
ITEM-00255,101,139,0,139,STAGING,A03-B03-C01,SN5WXJNX5E,9/14/2025,0,,,ITEM ITEM-00255 has 139 units in WH STAGING . Available: 139; Reserved: 0.,
ITEM-00124,102,147,8,139,STAGING,A05-B05-C02,,9/8/2025,0,,,ITEM ITEM-00124 has 147 units in WH STAGING . Available: 139; Reserved: 8.,
ITEM-00048,301,144,5,139,QA,A05-B04-C01,,9/29/2025,0,,,ITEM ITEM-00048 has 144 units in WH QA . Available: 139; Reserved: 5.,
ITEM-00139,102,181,43,138,QA,A04-B05-C01,SNFPOZRR1E,9/19/2025,0,,,ITEM ITEM-00139 has 181 units in WH QA . Available: 138; Reserved: 43.,
ITEM-00203,103,161,23,138,FG,A04-B03-C02,SN1QWNVME4,10/2/2025,0,,,ITEM ITEM-00203 has 161 units in WH FG . Available: 138; Reserved: 23.,
ITEM-00231,301,158,20,138,QA,A03-B03-C01,,9/16/2025,0,,,ITEM ITEM-00231 has 158 units in WH QA . Available: 138; Reserved: 20.,
ITEM-00001,101,168,30,138,WIP,A01-B03-C02,,10/4/2025,0,,,ITEM ITEM-00001 has 168 units in WH WIP . Available: 138; Reserved: 30.,
ITEM-00090,101,156,18,138,STAGING,A02-B05-C02,,9/26/2025,0,,,ITEM ITEM-00090 has 156 units in WH STAGING . Available: 138; Reserved: 18.,
ITEM-00257,103,155,17,138,RM,A01-B02-C02,SNNSDR1BU0,9/21/2025,0,,,ITEM ITEM-00257 has 155 units in WH RM . Available: 138; Reserved: 17.,
ITEM-00221,103,151,14,137,RM,A01-B02-C01,,9/4/2025,0,,,ITEM ITEM-00221 has 151 units in WH RM . Available: 137; Reserved: 14.,
ITEM-00198,201,149,12,137,WIP,A05-B03-C01,SN8DOTDN81,10/6/2025,0,,,ITEM ITEM-00198 has 149 units in WH WIP . Available: 137; Reserved: 12.,
ITEM-00099,201,165,29,136,QA,A03-B02-C02,SN3XVK88MS,9/25/2025,0,,,ITEM ITEM-00099 has 165 units in WH QA . Available: 136; Reserved: 29.,
ITEM-00200,101,164,28,136,FG,A01-B04-C02,SNSW2V3GVE,9/27/2025,0,,,ITEM ITEM-00200 has 164 units in WH FG . Available: 136; Reserved: 28.,
ITEM-00152,102,153,17,136,FG,A03-B01-C02,,9/6/2025,0,,,ITEM ITEM-00152 has 153 units in WH FG . Available: 136; Reserved: 17.,
ITEM-00190,101,163,27,136,WIP,A04-B05-C02,,10/12/2025,0,,,ITEM ITEM-00190 has 163 units in WH WIP . Available: 136; Reserved: 27.,
ITEM-00078,102,146,10,136,FG,A03-B04-C01,,10/16/2025,0,,,ITEM ITEM-00078 has 146 units in WH FG . Available: 136; Reserved: 10.,
ITEM-00186,103,142,6,136,RM,A05-B01-C01,SNJK8D2SJ3,9/5/2025,0,,,ITEM ITEM-00186 has 142 units in WH RM . Available: 136; Reserved: 6.,
ITEM-00298,201,155,20,135,RM,A01-B02-C01,SNL2UWWYA9,9/21/2025,0,,,ITEM ITEM-00298 has 155 units in WH RM . Available: 135; Reserved: 20.,
ITEM-00202,101,145,10,135,FG,A04-B01-C02,SNO4R6U6FG,9/16/2025,0,,,ITEM ITEM-00202 has 145 units in WH FG . Available: 135; Reserved: 10.,
ITEM-00229,103,143,8,135,WIP,A03-B01-C02,,10/6/2025,0,,,ITEM ITEM-00229 has 143 units in WH WIP . Available: 135; Reserved: 8.,
ITEM-00079,102,139,4,135,QA,A01-B01-C01,,10/4/2025,0,,,ITEM ITEM-00079 has 139 units in WH QA . Available: 135; Reserved: 4.,
ITEM-00153,301,169,35,134,WIP,A04-B03-C02,SNNZJK83Z0,9/13/2025,0,,,ITEM ITEM-00153 has 169 units in WH WIP . Available: 134; Reserved: 35.,
ITEM-00129,101,149,15,134,WIP,A02-B02-C01,SN9J3ROBYN,10/4/2025,0,,,ITEM ITEM-00129 has 149 units in WH WIP . Available: 134; Reserved: 15.,
ITEM-00207,102,142,8,134,WIP,A03-B04-C01,SNC5O1N3PN,9/17/2025,0,,,ITEM ITEM-00207 has 142 units in WH WIP . Available: 134; Reserved: 8.,
ITEM-00293,102,136,2,134,RM,A04-B01-C02,,10/7/2025,0,,,ITEM ITEM-00293 has 136 units in WH RM . Available: 134; Reserved: 2.,
ITEM-00176,101,174,41,133,FG,A04-B02-C01,,10/16/2025,0,,,ITEM ITEM-00176 has 174 units in WH FG . Available: 133; Reserved: 41.,
ITEM-00062,301,149,16,133,RM,A01-B01-C02,SN4HD0WV6O,9/21/2025,0,,,ITEM ITEM-00062 has 149 units in WH RM . Available: 133; Reserved: 16.,
ITEM-00077,101,139,6,133,RM,A03-B01-C01,,9/5/2025,0,,,ITEM ITEM-00077 has 139 units in WH RM . Available: 133; Reserved: 6.,
ITEM-00113,201,138,5,133,STAGING,A05-B02-C02,,10/8/2025,0,,,ITEM ITEM-00113 has 138 units in WH STAGING . Available: 133; Reserved: 5.,
ITEM-00111,102,136,3,133,FG,A04-B01-C01,,9/20/2025,0,,,ITEM ITEM-00111 has 136 units in WH FG . Available: 133; Reserved: 3.,
ITEM-00123,101,152,20,132,RM,A01-B01-C01,,10/8/2025,0,,,ITEM ITEM-00123 has 152 units in WH RM . Available: 132; Reserved: 20.,
ITEM-00123,103,143,11,132,FG,A02-B04-C02,SNKXZ2UVCT,9/23/2025,0,,,ITEM ITEM-00123 has 143 units in WH FG . Available: 132; Reserved: 11.,
ITEM-00238,103,143,11,132,STAGING,A03-B04-C01,,9/7/2025,0,,,ITEM ITEM-00238 has 143 units in WH STAGING . Available: 132; Reserved: 11.,
ITEM-00077,102,166,35,131,STAGING,A02-B02-C01,SNWYKJDQBU,9/15/2025,0,,,ITEM ITEM-00077 has 166 units in WH STAGING . Available: 131; Reserved: 35.,
ITEM-00122,101,150,19,131,QA,A03-B03-C01,SNZV66U2IE,10/7/2025,0,,,ITEM ITEM-00122 has 150 units in WH QA . Available: 131; Reserved: 19.,
ITEM-00189,201,146,15,131,QA,A03-B05-C01,,9/30/2025,0,,,ITEM ITEM-00189 has 146 units in WH QA . Available: 131; Reserved: 15.,
ITEM-00250,301,146,15,131,WIP,A03-B04-C01,SN86NZ80CJ,9/28/2025,0,,,ITEM ITEM-00250 has 146 units in WH WIP . Available: 131; Reserved: 15.,
ITEM-00052,201,144,13,131,RM,A02-B03-C01,,9/23/2025,0,,,ITEM ITEM-00052 has 144 units in WH RM . Available: 131; Reserved: 13.,
ITEM-00024,301,143,12,131,RM,A04-B02-C01,SNSIA407B0,9/13/2025,0,,,ITEM ITEM-00024 has 143 units in WH RM . Available: 131; Reserved: 12.,
ITEM-00181,102,182,52,130,FG,A04-B01-C01,,10/5/2025,0,,,ITEM ITEM-00181 has 182 units in WH FG . Available: 130; Reserved: 52.,
ITEM-00116,103,160,30,130,STAGING,A03-B03-C01,,9/15/2025,0,,,ITEM ITEM-00116 has 160 units in WH STAGING . Available: 130; Reserved: 30.,
ITEM-00098,201,135,5,130,FG,A01-B03-C02,SNCVQ3I529,10/15/2025,0,,,ITEM ITEM-00098 has 135 units in WH FG . Available: 130; Reserved: 5.,
ITEM-00135,301,164,35,129,STAGING,A01-B03-C01,,9/15/2025,0,,,ITEM ITEM-00135 has 164 units in WH STAGING . Available: 129; Reserved: 35.,
ITEM-00200,201,164,35,129,FG,A05-B02-C02,,10/12/2025,0,,,ITEM ITEM-00200 has 164 units in WH FG . Available: 129; Reserved: 35.,
ITEM-00084,201,147,18,129,FG,A04-B05-C01,SNU22K4FNE,9/15/2025,0,,,ITEM ITEM-00084 has 147 units in WH FG . Available: 129; Reserved: 18.,
ITEM-00259,102,140,11,129,STAGING,A05-B03-C01,SNVOLW9KC1,9/30/2025,0,,,ITEM ITEM-00259 has 140 units in WH STAGING . Available: 129; Reserved: 11.,
ITEM-00049,201,138,9,129,FG,A02-B05-C02,SNCLKUCMFF,9/18/2025,0,,,ITEM ITEM-00049 has 138 units in WH FG . Available: 129; Reserved: 9.,
ITEM-00019,201,149,21,128,FG,A02-B04-C02,,10/2/2025,0,,,ITEM ITEM-00019 has 149 units in WH FG . Available: 128; Reserved: 21.,
ITEM-00171,101,150,22,128,FG,A03-B04-C02,,9/14/2025,0,,,ITEM ITEM-00171 has 150 units in WH FG . Available: 128; Reserved: 22.,
ITEM-00206,101,147,19,128,FG,A02-B02-C02,,10/13/2025,0,,,ITEM ITEM-00206 has 147 units in WH FG . Available: 128; Reserved: 19.,
ITEM-00103,101,131,3,128,QA,A05-B05-C01,SN8RZSJWRE,9/26/2025,0,,,ITEM ITEM-00103 has 131 units in WH QA . Available: 128; Reserved: 3.,
ITEM-00088,101,129,1,128,FG,A03-B04-C01,SN5PK1GMIB,9/15/2025,0,,,ITEM ITEM-00088 has 129 units in WH FG . Available: 128; Reserved: 1.,
ITEM-00141,102,141,13,128,RM,A04-B02-C02,,10/5/2025,0,,,ITEM ITEM-00141 has 141 units in WH RM . Available: 128; Reserved: 13.,
ITEM-00283,102,128,0,128,FG,A03-B02-C02,SNLQU32I6N,9/9/2025,0,,,ITEM ITEM-00283 has 128 units in WH FG . Available: 128; Reserved: 0.,
ITEM-00220,301,152,25,127,RM,A04-B03-C02,SN3G2TJP2W,10/8/2025,0,,,ITEM ITEM-00220 has 152 units in WH RM . Available: 127; Reserved: 25.,
ITEM-00033,101,142,15,127,STAGING,A01-B02-C02,SNSS6F7C0B,10/11/2025,0,,,ITEM ITEM-00033 has 142 units in WH STAGING . Available: 127; Reserved: 15.,
ITEM-00064,201,141,14,127,RM,A02-B01-C02,,9/16/2025,0,,,ITEM ITEM-00064 has 141 units in WH RM . Available: 127; Reserved: 14.,
ITEM-00168,103,137,10,127,STAGING,A03-B02-C01,SN7CBQ4VDC,10/18/2025,0,,,ITEM ITEM-00168 has 137 units in WH STAGING . Available: 127; Reserved: 10.,
ITEM-00016,301,150,24,126,QA,A01-B05-C02,SNF0BZFAC9,9/13/2025,0,,,ITEM ITEM-00016 has 150 units in WH QA . Available: 126; Reserved: 24.,
ITEM-00233,301,141,15,126,FG,A01-B02-C02,SN4KY84THA,9/24/2025,0,,,ITEM ITEM-00233 has 141 units in WH FG . Available: 126; Reserved: 15.,
ITEM-00010,103,137,11,126,STAGING,A01-B03-C01,,9/15/2025,0,,,ITEM ITEM-00010 has 137 units in WH STAGING . Available: 126; Reserved: 11.,
ITEM-00201,301,176,51,125,FG,A01-B05-C01,,9/18/2025,0,,,ITEM ITEM-00201 has 176 units in WH FG . Available: 125; Reserved: 51.,
ITEM-00105,301,151,26,125,FG,A03-B05-C02,SNF8HS2VUH,10/9/2025,0,,,ITEM ITEM-00105 has 151 units in WH FG . Available: 125; Reserved: 26.,
ITEM-00176,301,148,23,125,RM,A02-B04-C01,,10/10/2025,0,,,ITEM ITEM-00176 has 148 units in WH RM . Available: 125; Reserved: 23.,
ITEM-00008,103,148,23,125,STAGING,A02-B01-C02,SNENAEIMOX,9/19/2025,0,,,ITEM ITEM-00008 has 148 units in WH STAGING . Available: 125; Reserved: 23.,
ITEM-00297,103,137,12,125,STAGING,A05-B05-C02,SN1HK18WRY,10/11/2025,0,,,ITEM ITEM-00297 has 137 units in WH STAGING . Available: 125; Reserved: 12.,
ITEM-00266,102,130,5,125,RM,A02-B05-C02,,10/11/2025,0,,,ITEM ITEM-00266 has 130 units in WH RM . Available: 125; Reserved: 5.,
ITEM-00199,201,153,29,124,FG,A05-B05-C02,,10/16/2025,0,,,ITEM ITEM-00199 has 153 units in WH FG . Available: 124; Reserved: 29.,
ITEM-00123,101,140,16,124,FG,A03-B02-C02,SNLMOMKY7I,9/9/2025,0,,,ITEM ITEM-00123 has 140 units in WH FG . Available: 124; Reserved: 16.,
ITEM-00282,101,128,4,124,STAGING,A03-B03-C02,,10/10/2025,0,,,ITEM ITEM-00282 has 128 units in WH STAGING . Available: 124; Reserved: 4.,
ITEM-00121,102,141,17,124,FG,A04-B04-C01,SNI6OKXAT9,10/18/2025,0,,,ITEM ITEM-00121 has 141 units in WH FG . Available: 124; Reserved: 17.,
ITEM-00029,201,130,6,124,FG,A04-B05-C01,SN3QPLDMLM,10/6/2025,0,,,ITEM ITEM-00029 has 130 units in WH FG . Available: 124; Reserved: 6.,
ITEM-00274,102,159,36,123,STAGING,A05-B02-C02,SNJ82CDDMY,10/9/2025,0,,,ITEM ITEM-00274 has 159 units in WH STAGING . Available: 123; Reserved: 36.,
