lpn_number,delivery_number,delivery_detail_id,serial_number,asset_tag,requested_by_user_id,creation_date,,Process_Area,Root_Cause_Tag,Context_Summary,SLA_Flag
LPN-0000020,DEL-000147,700128,SNNRXTTJRL,AST-NMXF56,94Q7NT,2025-10-05,0.0,Outbound Logistics,,SERIAL SNNRXTTJRL in LPN LPN-0000020 (delivery DEL-000147) Created: 2025-10-05. Asset tag present.,
LPN-0000224,DEL-000014,700129,SNXQPXJJB3,AST-546ZLL,3UIXUV,2025-09-08,0.0,Outbound Logistics,,SERIAL SNXQPXJJB3 in LPN LPN-0000224 (delivery DEL-000014) Created: 2025-09-08. Asset tag present.,
LPN-0000224,DEL-000014,700129,SNETTC87AI,AST-7W9EYL,3UIXUV,2025-09-08,0.0,Outbound Logistics,,SERIAL SNETTC87AI in LPN LPN-0000224 (delivery DEL-000014) Created: 2025-09-08. Asset tag present.,
LPN-0000200,DEL-000113,700130,SNGWXVEBGQ,AST-ZL3W69,U69LOT,2025-10-13,0.0,Outbound Logistics,,SERIAL SNGWXVEBGQ in LPN LPN-0000200 (delivery DEL-000113) Created: 2025-10-13. Asset tag present.,
LPN-0000100,DEL-000154,700131,SN4E0VZJY5,AST-98Q1D6,OYTI1H,2025-09-14,0.0,Outbound Logistics,,SERIAL SN4E0VZJY5 in LPN LPN-0000100 (delivery DEL-000154) Created: 2025-09-14. Asset tag present.,
LPN-0000100,DEL-000154,700131,SNDKZRUJDD,AST-CKNGDH,OYTI1H,2025-09-14,0.0,Outbound Logistics,,SERIAL SNDKZRUJDD in LPN LPN-0000100 (delivery DEL-000154) Created: 2025-09-14. Asset tag present.,
LPN-0000100,DEL-000154,700131,SN1VLMX1Z8,AST-7HNIOC,OYTI1H,2025-09-14,0.0,Outbound Logistics,,SERIAL SN1VLMX1Z8 in LPN LPN-0000100 (delivery DEL-000154) Created: 2025-09-14. Asset tag present.,
LPN-0000106,DEL-000011,700132,SN7Q5OXHOM,AST-9BS2BU,LFXCGN,2025-09-13,0.0,Outbound Logistics,,SERIAL SN7Q5OXHOM in LPN LPN-0000106 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000106,DEL-000011,700132,SNL0Y19D13,AST-AZ8P0W,LFXCGN,2025-09-13,0.0,Outbound Logistics,,SERIAL SNL0Y19D13 in LPN LPN-0000106 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000237,DEL-000131,700133,SN5CPXFP5T,AST-AGNFW9,MMNW7M,2025-10-07,0.0,Outbound Logistics,,SERIAL SN5CPXFP5T in LPN LPN-0000237 (delivery DEL-000131) Created: 2025-10-07. Asset tag present.,
LPN-0000064,DEL-000179,700134,SNMS57SQZN,AST-I8WXN7,2LL3HM,2025-09-13,0.0,Outbound Logistics,,SERIAL SNMS57SQZN in LPN LPN-0000064 (delivery DEL-000179) Created: 2025-09-13. Asset tag present.,
LPN-0000064,DEL-000179,700134,SNBBCHP43K,AST-1HR8A6,2LL3HM,2025-09-13,0.0,Outbound Logistics,,SERIAL SNBBCHP43K in LPN LPN-0000064 (delivery DEL-000179) Created: 2025-09-13. Asset tag present.,
LPN-0000064,DEL-000179,700134,SNR8F4Y0MY,AST-MT1OS9,2LL3HM,2025-09-13,0.0,Outbound Logistics,,SERIAL SNR8F4Y0MY in LPN LPN-0000064 (delivery DEL-000179) Created: 2025-09-13. Asset tag present.,
LPN-0000064,DEL-000179,700134,SNLW3X98AX,AST-PA9032,2LL3HM,2025-09-13,0.0,Outbound Logistics,,SERIAL SNLW3X98AX in LPN LPN-0000064 (delivery DEL-000179) Created: 2025-09-13. Asset tag present.,
LPN-0000064,DEL-000179,700134,SNL8H5M7WH,AST-2GND5F,2LL3HM,2025-09-13,0.0,Outbound Logistics,,SERIAL SNL8H5M7WH in LPN LPN-0000064 (delivery DEL-000179) Created: 2025-09-13. Asset tag present.,
LPN-0000015,DEL-000223,700135,SNNPM14IJL,AST-VWHPJS,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SNNPM14IJL in LPN LPN-0000015 (delivery DEL-000223) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000223,700135,SNG6F5IZUT,AST-F97INO,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SNG6F5IZUT in LPN LPN-0000015 (delivery DEL-000223) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000223,700135,SNIMRXT6VH,AST-YYCA3B,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SNIMRXT6VH in LPN LPN-0000015 (delivery DEL-000223) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000223,700135,SN2LLEF4IC,AST-WLC5D7,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SN2LLEF4IC in LPN LPN-0000015 (delivery DEL-000223) Created: 2025-10-04. Asset tag present.,
LPN-0000015,DEL-000223,700135,SNZLL92YUX,AST-W7OT3M,QVUQU3,2025-10-04,0.0,Outbound Logistics,,SERIAL SNZLL92YUX in LPN LPN-0000015 (delivery DEL-000223) Created: 2025-10-04. Asset tag present.,
LPN-0000142,DEL-000127,700136,SNIYAIYHX4,AST-3OF0H9,2DE6MQ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNIYAIYHX4 in LPN LPN-0000142 (delivery DEL-000127) Created: 2025-10-07. Asset tag present.,
LPN-0000142,DEL-000127,700136,SNCIW4S2PJ,AST-6X9T6X,2DE6MQ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNCIW4S2PJ in LPN LPN-0000142 (delivery DEL-000127) Created: 2025-10-07. Asset tag present.,
LPN-0000142,DEL-000127,700136,SNL97LBFVF,AST-NEEEGJ,2DE6MQ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNL97LBFVF in LPN LPN-0000142 (delivery DEL-000127) Created: 2025-10-07. Asset tag present.,
LPN-0000142,DEL-000127,700136,SNWOUA57T8,AST-F0R111,2DE6MQ,2025-10-07,0.0,Outbound Logistics,,SERIAL SNWOUA57T8 in LPN LPN-0000142 (delivery DEL-000127) Created: 2025-10-07. Asset tag present.,
LPN-0000039,DEL-000152,700137,SN068JW3G3,AST-DO8HOV,KXO0BU,2025-09-27,0.0,Outbound Logistics,,SERIAL SN068JW3G3 in LPN LPN-0000039 (delivery DEL-000152) Created: 2025-09-27. Asset tag present.,
LPN-0000178,DEL-000217,700138,SN5WG5LKMW,AST-3EMG6J,KQN11A,2025-10-06,0.0,Outbound Logistics,,SERIAL SN5WG5LKMW in LPN LPN-0000178 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000178,DEL-000217,700138,SN5UL3N415,AST-HQ7F5E,KQN11A,2025-10-06,0.0,Outbound Logistics,,SERIAL SN5UL3N415 in LPN LPN-0000178 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000178,DEL-000217,700138,SN43TTQ7WM,AST-5OX89A,KQN11A,2025-10-06,0.0,Outbound Logistics,,SERIAL SN43TTQ7WM in LPN LPN-0000178 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000178,DEL-000217,700138,SNRUC7QZBR,AST-8YRYB2,KQN11A,2025-10-06,0.0,Outbound Logistics,,SERIAL SNRUC7QZBR in LPN LPN-0000178 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000178,DEL-000217,700138,SN9UHOECSI,AST-RCGR6W,KQN11A,2025-10-06,0.0,Outbound Logistics,,SERIAL SN9UHOECSI in LPN LPN-0000178 (delivery DEL-000217) Created: 2025-10-06. Asset tag present.,
LPN-0000220,DEL-000210,700139,SNVKIXYAR0,AST-QAUB2T,GN7MWQ,2025-08-14,0.0,Outbound Logistics,,SERIAL SNVKIXYAR0 in LPN LPN-0000220 (delivery DEL-000210) Created: 2025-08-14. Asset tag present.,
LPN-0000062,DEL-000143,700140,SN4QOZZ2V7,AST-TYHX44,2ER4NR,2025-10-05,0.0,Outbound Logistics,,SERIAL SN4QOZZ2V7 in LPN LPN-0000062 (delivery DEL-000143) Created: 2025-10-05. Asset tag present.,
LPN-0000062,DEL-000143,700140,SN0V0H9JRF,AST-2ID4EL,2ER4NR,2025-10-05,0.0,Outbound Logistics,,SERIAL SN0V0H9JRF in LPN LPN-0000062 (delivery DEL-000143) Created: 2025-10-05. Asset tag present.,
LPN-0000062,DEL-000143,700140,SNHPWCKS79,AST-86M3Q0,2ER4NR,2025-10-05,0.0,Outbound Logistics,,SERIAL SNHPWCKS79 in LPN LPN-0000062 (delivery DEL-000143) Created: 2025-10-05. Asset tag present.,
LPN-0000062,DEL-000143,700140,SNZLNTMSET,AST-N0C5AZ,2ER4NR,2025-10-05,0.0,Outbound Logistics,,SERIAL SNZLNTMSET in LPN LPN-0000062 (delivery DEL-000143) Created: 2025-10-05. Asset tag present.,
LPN-0000215,DEL-000191,700141,SN89R18NQ4,AST-IUJTRY,PPH5PU,2025-10-12,0.0,Outbound Logistics,,SERIAL SN89R18NQ4 in LPN LPN-0000215 (delivery DEL-000191) Created: 2025-10-12. Asset tag present.,
LPN-0000068,DEL-000115,700142,SNTLX9TKP4,AST-UQ25PZ,MA4KGM,2025-09-17,0.0,Outbound Logistics,,SERIAL SNTLX9TKP4 in LPN LPN-0000068 (delivery DEL-000115) Created: 2025-09-17. Asset tag present.,
LPN-0000068,DEL-000115,700142,SN5UBI9JSB,AST-XRLICI,MA4KGM,2025-09-17,0.0,Outbound Logistics,,SERIAL SN5UBI9JSB in LPN LPN-0000068 (delivery DEL-000115) Created: 2025-09-17. Asset tag present.,
LPN-0000039,DEL-000199,700143,SN8ADO1PW9,AST-86TU9S,KXO0BU,2025-09-06,0.0,Outbound Logistics,,SERIAL SN8ADO1PW9 in LPN LPN-0000039 (delivery DEL-000199) Created: 2025-09-06. Asset tag present.,
LPN-0000039,DEL-000199,700143,SNCVUZI7HG,AST-90EZ59,KXO0BU,2025-09-06,0.0,Outbound Logistics,,SERIAL SNCVUZI7HG in LPN LPN-0000039 (delivery DEL-000199) Created: 2025-09-06. Asset tag present.,
LPN-0000175,DEL-000159,700144,SNWX7Q48JQ,AST-JFTOIS,YXYOS3,2025-09-01,0.0,Outbound Logistics,,SERIAL SNWX7Q48JQ in LPN LPN-0000175 (delivery DEL-000159) Created: 2025-09-01. Asset tag present.,
LPN-0000175,DEL-000159,700144,SN7OD29N2Y,AST-1F9IVQ,YXYOS3,2025-09-01,0.0,Outbound Logistics,,SERIAL SN7OD29N2Y in LPN LPN-0000175 (delivery DEL-000159) Created: 2025-09-01. Asset tag present.,
LPN-0000175,DEL-000159,700144,SN9BHV5YUM,AST-ZNDY87,YXYOS3,2025-09-01,0.0,Outbound Logistics,,SERIAL SN9BHV5YUM in LPN LPN-0000175 (delivery DEL-000159) Created: 2025-09-01. Asset tag present.,
LPN-0000063,DEL-000121,700145,SNZLHZS56J,AST-VQYEZ2,CHEP8B,2025-09-12,0.0,Outbound Logistics,,SERIAL SNZLHZS56J in LPN LPN-0000063 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000063,DEL-000121,700145,SN24L0HWSY,AST-79NP2U,CHEP8B,2025-09-12,0.0,Outbound Logistics,,SERIAL SN24L0HWSY in LPN LPN-0000063 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000063,DEL-000121,700145,SNVK1HNJ2W,AST-FIO7U3,CHEP8B,2025-09-12,0.0,Outbound Logistics,,SERIAL SNVK1HNJ2W in LPN LPN-0000063 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000133,DEL-000121,700146,SNMUB928Y8,AST-9D1RL2,340GWO,2025-09-12,0.0,Outbound Logistics,,SERIAL SNMUB928Y8 in LPN LPN-0000133 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000133,DEL-000121,700146,SNXOU37GOU,AST-YO87F6,340GWO,2025-09-12,0.0,Outbound Logistics,,SERIAL SNXOU37GOU in LPN LPN-0000133 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000133,DEL-000121,700146,SN7PQYBIBL,AST-XAVOWG,340GWO,2025-09-12,0.0,Outbound Logistics,,SERIAL SN7PQYBIBL in LPN LPN-0000133 (delivery DEL-000121) Created: 2025-09-12. Asset tag present.,
LPN-0000188,DEL-000013,700147,SNUF97IDFS,AST-1IQW62,D3VD9I,2025-09-25,0.0,Outbound Logistics,,SERIAL SNUF97IDFS in LPN LPN-0000188 (delivery DEL-000013) Created: 2025-09-25. Asset tag present.,
LPN-0000188,DEL-000013,700147,SNLHPBFRMI,AST-AE7IM5,D3VD9I,2025-09-25,0.0,Outbound Logistics,,SERIAL SNLHPBFRMI in LPN LPN-0000188 (delivery DEL-000013) Created: 2025-09-25. Asset tag present.,
LPN-0000188,DEL-000013,700147,SNCFWE8VCK,AST-42G2WV,D3VD9I,2025-09-25,0.0,Outbound Logistics,,SERIAL SNCFWE8VCK in LPN LPN-0000188 (delivery DEL-000013) Created: 2025-09-25. Asset tag present.,
LPN-0000060,DEL-000001,700148,SNC981M34W,AST-IT45C7,5QYPLQ,2025-09-26,0.0,Outbound Logistics,,SERIAL SNC981M34W in LPN LPN-0000060 (delivery DEL-000001) Created: 2025-09-26. Asset tag present.,
LPN-0000056,DEL-000218,700149,SNZL24WC92,AST-WZS4O3,V8AUP7,2025-09-24,0.0,Outbound Logistics,,SERIAL SNZL24WC92 in LPN LPN-0000056 (delivery DEL-000218) Created: 2025-09-24. Asset tag present.,
LPN-0000236,DEL-000065,700150,SN4NG93OP1,AST-F10JND,F4M129,2025-10-13,0.0,Outbound Logistics,,SERIAL SN4NG93OP1 in LPN LPN-0000236 (delivery DEL-000065) Created: 2025-10-13. Asset tag present.,
LPN-0000236,DEL-000065,700150,SN54EJMXUL,AST-UNZXT9,F4M129,2025-10-13,0.0,Outbound Logistics,,SERIAL SN54EJMXUL in LPN LPN-0000236 (delivery DEL-000065) Created: 2025-10-13. Asset tag present.,
LPN-0000162,DEL-000011,700151,SNPIIRZTBG,AST-PBL93S,6G6WXG,2025-09-13,0.0,Outbound Logistics,,SERIAL SNPIIRZTBG in LPN LPN-0000162 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000162,DEL-000011,700151,SN2Y8TBKOX,AST-SQ574O,6G6WXG,2025-09-13,0.0,Outbound Logistics,,SERIAL SN2Y8TBKOX in LPN LPN-0000162 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000162,DEL-000011,700151,SNXG9ZIUJ1,AST-JUFXIK,6G6WXG,2025-09-13,0.0,Outbound Logistics,,SERIAL SNXG9ZIUJ1 in LPN LPN-0000162 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000162,DEL-000011,700151,SNUOQXOEOJ,AST-H9TUQA,6G6WXG,2025-09-13,0.0,Outbound Logistics,,SERIAL SNUOQXOEOJ in LPN LPN-0000162 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000162,DEL-000011,700151,SN5GTHVEPE,AST-MEXA5B,6G6WXG,2025-09-13,0.0,Outbound Logistics,,SERIAL SN5GTHVEPE in LPN LPN-0000162 (delivery DEL-000011) Created: 2025-09-13. Asset tag present.,
LPN-0000057,DEL-000018,700152,SNHNJW838L,AST-YO773G,9RQ94A,2025-09-11,0.0,Outbound Logistics,,SERIAL SNHNJW838L in LPN LPN-0000057 (delivery DEL-000018) Created: 2025-09-11. Asset tag present.,
LPN-0000126,DEL-000001,700153,SNFLAGBCXX,AST-69RA54,O6EEIL,2025-09-26,0.0,Outbound Logistics,,SERIAL SNFLAGBCXX in LPN LPN-0000126 (delivery DEL-000001) Created: 2025-09-26. Asset tag present.,
LPN-0000126,DEL-000001,700153,SNP657RLQ5,AST-LB4S1J,O6EEIL,2025-09-26,0.0,Outbound Logistics,,SERIAL SNP657RLQ5 in LPN LPN-0000126 (delivery DEL-000001) Created: 2025-09-26. Asset tag present.,
LPN-0000206,DEL-000172,700154,SNMFPJY1JE,AST-ZLGW3Z,GIV25K,2025-08-23,0.0,Outbound Logistics,,SERIAL SNMFPJY1JE in LPN LPN-0000206 (delivery DEL-000172) Created: 2025-08-23. Asset tag present.,
LPN-0000066,DEL-000003,700155,SNGOJ5AOLA,AST-NF72PN,WCZ0DZ,2025-07-24,0.0,Outbound Logistics,,SERIAL SNGOJ5AOLA in LPN LPN-0000066 (delivery DEL-000003) Created: 2025-07-24. Asset tag present.,
LPN-0000066,DEL-000003,700155,SNS22ZYNOZ,AST-563BXO,WCZ0DZ,2025-07-24,0.0,Outbound Logistics,,SERIAL SNS22ZYNOZ in LPN LPN-0000066 (delivery DEL-000003) Created: 2025-07-24. Asset tag present.,
LPN-0000066,DEL-000003,700155,SN7P0S5LL4,AST-0S6VJX,WCZ0DZ,2025-07-24,0.0,Outbound Logistics,,SERIAL SN7P0S5LL4 in LPN LPN-0000066 (delivery DEL-000003) Created: 2025-07-24. Asset tag present.,
LPN-0000094,DEL-000150,700156,SN8TGH8MGS,AST-3Q0CXV,ARZMB4,2025-09-07,0.0,Outbound Logistics,,SERIAL SN8TGH8MGS in LPN LPN-0000094 (delivery DEL-000150) Created: 2025-09-07. Asset tag present.,
LPN-0000094,DEL-000150,700156,SNYH981K7N,AST-M3C8KM,ARZMB4,2025-09-07,0.0,Outbound Logistics,,SERIAL SNYH981K7N in LPN LPN-0000094 (delivery DEL-000150) Created: 2025-09-07. Asset tag present.,
LPN-0000132,DEL-000168,700157,SNGHWMZ46L,AST-GL71G1,YHW7NH,2025-10-14,0.0,Outbound Logistics,,SERIAL SNGHWMZ46L in LPN LPN-0000132 (delivery DEL-000168) Created: 2025-10-14. Asset tag present.,
LPN-0000132,DEL-000168,700157,SNVP214GNI,AST-I3OH2P,YHW7NH,2025-10-14,0.0,Outbound Logistics,,SERIAL SNVP214GNI in LPN LPN-0000132 (delivery DEL-000168) Created: 2025-10-14. Asset tag present.,
LPN-0000132,DEL-000168,700157,SNWHJO22LW,AST-L3O1JP,YHW7NH,2025-10-14,0.0,Outbound Logistics,,SERIAL SNWHJO22LW in LPN LPN-0000132 (delivery DEL-000168) Created: 2025-10-14. Asset tag present.,
LPN-0000132,DEL-000168,700157,SNCGUKHFJO,AST-SHBQXD,YHW7NH,2025-10-14,0.0,Outbound Logistics,,SERIAL SNCGUKHFJO in LPN LPN-0000132 (delivery DEL-000168) Created: 2025-10-14. Asset tag present.,
LPN-0000132,DEL-000168,700157,SNCT7WCSBS,AST-6JJEQW,YHW7NH,2025-10-14,0.0,Outbound Logistics,,SERIAL SNCT7WCSBS in LPN LPN-0000132 (delivery DEL-000168) Created: 2025-10-14. Asset tag present.,
LPN-0000096,DEL-000006,700158,SNMZOQGS08,AST-MRVVNM,4NK34O,2025-08-29,0.0,Outbound Logistics,,SERIAL SNMZOQGS08 in LPN LPN-0000096 (delivery DEL-000006) Created: 2025-08-29. Asset tag present.,
LPN-0000096,DEL-000006,700158,SN0NVANK8F,AST-T82H32,4NK34O,2025-08-29,0.0,Outbound Logistics,,SERIAL SN0NVANK8F in LPN LPN-0000096 (delivery DEL-000006) Created: 2025-08-29. Asset tag present.,
LPN-0000096,DEL-000006,700158,SN825OPWVQ,AST-BODFIH,4NK34O,2025-08-29,0.0,Outbound Logistics,,SERIAL SN825OPWVQ in LPN LPN-0000096 (delivery DEL-000006) Created: 2025-08-29. Asset tag present.,
LPN-0000096,DEL-000006,700158,SNQIC79IRR,AST-SP9BN5,4NK34O,2025-08-29,0.0,Outbound Logistics,,SERIAL SNQIC79IRR in LPN LPN-0000096 (delivery DEL-000006) Created: 2025-08-29. Asset tag present.,
LPN-0000177,DEL-000074,700159,SN02AXOE74,AST-69LRB6,7O69KA,2025-09-13,0.0,Outbound Logistics,,SERIAL SN02AXOE74 in LPN LPN-0000177 (delivery DEL-000074) Created: 2025-09-13. Asset tag present.,
LPN-0000018,DEL-000077,700160,SNLJRACPJG,AST-LJJPRV,1GH2HA,2025-09-21,0.0,Outbound Logistics,,SERIAL SNLJRACPJG in LPN LPN-0000018 (delivery DEL-000077) Created: 2025-09-21. Asset tag present.,
LPN-0000018,DEL-000077,700160,SNFQRN09M2,AST-224KKT,1GH2HA,2025-09-21,0.0,Outbound Logistics,,SERIAL SNFQRN09M2 in LPN LPN-0000018 (delivery DEL-000077) Created: 2025-09-21. Asset tag present.,
LPN-0000018,DEL-000077,700160,SNVIXX6Z0H,AST-CM5NQR,1GH2HA,2025-09-21,0.0,Outbound Logistics,,SERIAL SNVIXX6Z0H in LPN LPN-0000018 (delivery DEL-000077) Created: 2025-09-21. Asset tag present.,
LPN-0000181,DEL-000178,700161,SNK8MP38K3,AST-KQA7X0,89TMU9,2025-08-26,0.0,Outbound Logistics,,SERIAL SNK8MP38K3 in LPN LPN-0000181 (delivery DEL-000178) Created: 2025-08-26. Asset tag present.,
LPN-0000038,DEL-000221,700162,SNO1BYIHA5,AST-VMK8J8,U6EOTF,2025-09-08,0.0,Outbound Logistics,,SERIAL SNO1BYIHA5 in LPN LPN-0000038 (delivery DEL-000221) Created: 2025-09-08. Asset tag present.,
LPN-0000038,DEL-000221,700162,SNY3YH1M2C,AST-RZ0LZ1,U6EOTF,2025-09-08,0.0,Outbound Logistics,,SERIAL SNY3YH1M2C in LPN LPN-0000038 (delivery DEL-000221) Created: 2025-09-08. Asset tag present.,
LPN-0000038,DEL-000221,700162,SNWZ0NF1P0,AST-0ETNDQ,U6EOTF,2025-09-08,0.0,Outbound Logistics,,SERIAL SNWZ0NF1P0 in LPN LPN-0000038 (delivery DEL-000221) Created: 2025-09-08. Asset tag present.,
LPN-0000038,DEL-000221,700162,SNNLUIQHOS,AST-2K7X08,U6EOTF,2025-09-08,0.0,Outbound Logistics,,SERIAL SNNLUIQHOS in LPN LPN-0000038 (delivery DEL-000221) Created: 2025-09-08. Asset tag present.,
LPN-0000005,DEL-000187,700163,SNMTUPUYCN,AST-K9XRBF,4DCWXB,2025-08-08,0.0,Outbound Logistics,,SERIAL SNMTUPUYCN in LPN LPN-0000005 (delivery DEL-000187) Created: 2025-08-08. Asset tag present.,
LPN-0000005,DEL-000187,700163,SN9OK9VDCE,AST-RRL70I,4DCWXB,2025-08-08,0.0,Outbound Logistics,,SERIAL SN9OK9VDCE in LPN LPN-0000005 (delivery DEL-000187) Created: 2025-08-08. Asset tag present.,
LPN-0000005,DEL-000187,700163,SNCT07O826,AST-X5RZSG,4DCWXB,2025-08-08,0.0,Outbound Logistics,,SERIAL SNCT07O826 in LPN LPN-0000005 (delivery DEL-000187) Created: 2025-08-08. Asset tag present.,
LPN-0000005,DEL-000187,700163,SN4WMCKFAV,AST-P89T2F,4DCWXB,2025-08-08,0.0,Outbound Logistics,,SERIAL SN4WMCKFAV in LPN LPN-0000005 (delivery DEL-000187) Created: 2025-08-08. Asset tag present.,
LPN-0000005,DEL-000187,700163,SNTO47SG96,AST-OKN9Q1,4DCWXB,2025-08-08,0.0,Outbound Logistics,,SERIAL SNTO47SG96 in LPN LPN-0000005 (delivery DEL-000187) Created: 2025-08-08. Asset tag present.,
LPN-0000219,DEL-000100,700164,SNVA44VWLA,AST-FOCJON,HTDGUT,2025-07-08,0.0,Outbound Logistics,,SERIAL SNVA44VWLA in LPN LPN-0000219 (delivery DEL-000100) Created: 2025-07-08. Asset tag present.,
LPN-0000157,DEL-000192,700165,SNO24YKMLC,AST-PEBAXG,41AWNJ,2025-09-24,0.0,Outbound Logistics,,SERIAL SNO24YKMLC in LPN LPN-0000157 (delivery DEL-000192) Created: 2025-09-24. Asset tag present.,
LPN-0000183,DEL-000166,700166,SNBRP4BD6L,AST-2FSJVL,5T6CIG,2025-09-20,0.0,Outbound Logistics,,SERIAL SNBRP4BD6L in LPN LPN-0000183 (delivery DEL-000166) Created: 2025-09-20. Asset tag present.,
LPN-0000183,DEL-000166,700166,SNTASI1HN6,AST-HLOZXE,5T6CIG,2025-09-20,0.0,Outbound Logistics,,SERIAL SNTASI1HN6 in LPN LPN-0000183 (delivery DEL-000166) Created: 2025-09-20. Asset tag present.,
LPN-0000183,DEL-000166,700166,SN1XN3ZR7G,AST-K3Y1TQ,5T6CIG,2025-09-20,0.0,Outbound Logistics,,SERIAL SN1XN3ZR7G in LPN LPN-0000183 (delivery DEL-000166) Created: 2025-09-20. Asset tag present.,
LPN-0000183,DEL-000166,700166,SNWAW068PR,AST-L5G0GA,5T6CIG,2025-09-20,0.0,Outbound Logistics,,SERIAL SNWAW068PR in LPN LPN-0000183 (delivery DEL-000166) Created: 2025-09-20. Asset tag present.,
LPN-0000147,DEL-000031,700167,SN16B74BWO,AST-PWZ8I3,PUDUHP,2025-08-23,0.0,Outbound Logistics,,SERIAL SN16B74BWO in LPN LPN-0000147 (delivery DEL-000031) Created: 2025-08-23. Asset tag present.,
LPN-0000083,DEL-000201,700168,SNAFQFUGY8,AST-ZI6MLH,QX5IUE,2025-10-18,0.0,Outbound Logistics,,SERIAL SNAFQFUGY8 in LPN LPN-0000083 (delivery DEL-000201) Created: 2025-10-18. Asset tag present.,
LPN-0000162,DEL-000152,700169,SNNKE7YPQ6,AST-M5LXX3,6G6WXG,2025-09-30,0.0,Outbound Logistics,,SERIAL SNNKE7YPQ6 in LPN LPN-0000162 (delivery DEL-000152) Created: 2025-09-30. Asset tag present.,
LPN-0000162,DEL-000152,700169,SN1GX7GB9K,AST-4HQNOL,6G6WXG,2025-09-30,0.0,Outbound Logistics,,SERIAL SN1GX7GB9K in LPN LPN-0000162 (delivery DEL-000152) Created: 2025-09-30. Asset tag present.,
LPN-0000162,DEL-000152,700169,SNCN8WDD5Q,AST-ECCS6O,6G6WXG,2025-09-30,0.0,Outbound Logistics,,SERIAL SNCN8WDD5Q in LPN LPN-0000162 (delivery DEL-000152) Created: 2025-09-30. Asset tag present.,
LPN-0000162,DEL-000152,700169,SN9UPBDKWR,AST-2UUU3L,6G6WXG,2025-09-30,0.0,Outbound Logistics,,SERIAL SN9UPBDKWR in LPN LPN-0000162 (delivery DEL-000152) Created: 2025-09-30. Asset tag present.,
LPN-0000162,DEL-000152,700169,SNI7R77SMR,AST-QJUGIY,6G6WXG,2025-09-30,0.0,Outbound Logistics,,SERIAL SNI7R77SMR in LPN LPN-0000162 (delivery DEL-000152) Created: 2025-09-30. Asset tag present.,
LPN-0000081,DEL-000186,700170,SNEN7RDLN6,AST-VZAY02,YP1H0V,2025-08-15,0.0,Outbound Logistics,,SERIAL SNEN7RDLN6 in LPN LPN-0000081 (delivery DEL-000186) Created: 2025-08-15. Asset tag present.,
LPN-0000081,DEL-000186,700170,SNUBW8M19U,AST-OHGUN6,YP1H0V,2025-08-15,0.0,Outbound Logistics,,SERIAL SNUBW8M19U in LPN LPN-0000081 (delivery DEL-000186) Created: 2025-08-15. Asset tag present.,
LPN-0000081,DEL-000080,700171,SNNZEVICNY,AST-2JR60L,YP1H0V,2025-08-03,0.0,Outbound Logistics,,SERIAL SNNZEVICNY in LPN LPN-0000081 (delivery DEL-000080) Created: 2025-08-03. Asset tag present.,
LPN-0000081,DEL-000080,700171,SNUWSWLRDT,AST-GEL0A7,YP1H0V,2025-08-03,0.0,Outbound Logistics,,SERIAL SNUWSWLRDT in LPN LPN-0000081 (delivery DEL-000080) Created: 2025-08-03. Asset tag present.,
LPN-0000081,DEL-000080,700171,SN4V720857,AST-AI8R4W,YP1H0V,2025-08-03,0.0,Outbound Logistics,,SERIAL SN4V720857 in LPN LPN-0000081 (delivery DEL-000080) Created: 2025-08-03. Asset tag present.,
LPN-0000081,DEL-000080,700171,SNRN1YCAPJ,AST-M72C4F,YP1H0V,2025-08-03,0.0,Outbound Logistics,,SERIAL SNRN1YCAPJ in LPN LPN-0000081 (delivery DEL-000080) Created: 2025-08-03. Asset tag present.,
